Date,Region,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Cost of Goods Sold (COGS),Average Inventory,Warehouse Capacity
30-05-2024,East,Accessories,Supplier A,Warehouse 3,Pending,568,2249,9696.56,True,0,False,84995.59,3393.71,6048
28-04-2024,South,Electronics,Supplier C,Warehouse 2,Fulfilled,439,1876,13423.03,True,25,False,63901.84,1625.2,7427
10-12-2022,North,Furniture,Supplier B,Warehouse 1,Pending,81,113,1249.85,True,13,False,10600.88,2079.36,6734
16-11-2023,South,Electronics,Supplier B,Warehouse 3,Pending,557,2521,4173.58,True,22,False,55067.97,1844.43,5942
13-12-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,968,852,799.25,True,7,False,51660.05,1958.06,8169
17-05-2020,North,Clothing,Supplier C,Warehouse 2,Canceled,490,4547,10264.18,True,30,False,87197.18,2728.06,5258
17-07-2020,West,Electronics,Supplier B,Warehouse 2,Canceled,906,1878,14250.35,True,12,False,154998.73,2484.46,9379
15-04-2023,South,Clothing,Supplier B,Warehouse 3,Fulfilled,96,1031,11899.53,True,6,False,10432.79,1733.03,8662
18-02-2022,East,Electronics,Supplier C,Warehouse 1,Fulfilled,426,2207,12777.36,True,18,False,47829.95,2698.94,6719
25-05-2022,East,Electronics,Supplier D,Warehouse 3,Fulfilled,655,867,9357.25,True,26,False,112826.99,1945.87,5738
10-06-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,54,3525,13629.4,True,16,False,4585.83,3073.32,7427
29-11-2022,North,Clothing,Supplier B,Warehouse 1,Fulfilled,717,4269,3089.04,True,28,False,80039.29,4286.25,6210
13-01-2022,North,Accessories,Supplier A,Warehouse 3,Fulfilled,844,3535,4649.98,True,14,False,111804.99,1972.7,5585
05-03-2024,West,Clothing,Supplier A,Warehouse 1,Fulfilled,530,4170,7577.68,False,19,False,55865.67,3822.93,5998
12-06-2022,North,Clothing,Supplier B,Warehouse 3,Pending,537,4165,9120.39,True,20,False,83631.97,4024.21,6174
03-05-2023,South,Electronics,Supplier D,Warehouse 3,Fulfilled,211,1719,10550.99,True,6,False,44536.17,1450.7,9578
11-05-2022,East,Clothing,Supplier D,Warehouse 1,Canceled,848,2118,16332.61,True,8,True,146732.15,2408.95,6204
11-10-2022,East,Electronics,Supplier D,Warehouse 3,Pending,412,3179,6895.03,True,23,False,36894.09,3069.4,9972
30-07-2023,East,Accessories,Supplier D,Warehouse 2,Fulfilled,934,2366,687.33,True,29,False,24320.64,2192.41,6656
13-03-2024,West,Electronics,Supplier A,Warehouse 2,Fulfilled,252,91,14521.51,True,15,False,6500.77,1419.9,5870
23-10-2022,East,Electronics,Supplier D,Warehouse 2,Fulfilled,659,2010,7909.45,True,29,False,56506.5,1553.39,5162
30-07-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,818,4881,8477.09,True,30,False,67876.48,2643.51,7179
09-03-2024,West,Furniture,Supplier A,Warehouse 3,Fulfilled,235,2640,3402.77,True,17,False,22491.44,1850.76,7880
09-10-2023,West,Electronics,Supplier C,Warehouse 2,Fulfilled,483,1263,14043.9,True,7,False,69608.89,1027.45,5172
14-12-2023,West,Furniture,Supplier A,Warehouse 2,Pending,1005,279,8371.51,True,2,False,20995.53,297.0,8465
14-09-2024,East,Accessories,Supplier B,Warehouse 1,Fulfilled,626,1937,10024.85,True,17,False,77639.3,2394.95,7006
27-06-2020,West,Electronics,Supplier A,Warehouse 2,Fulfilled,154,2271,14444.33,True,2,False,15563.64,3182.74,7316
26-11-2022,East,Electronics,Supplier A,Warehouse 2,Pending,261,3676,6328.26,True,1,True,31852.5,2124.05,9584
25-07-2020,South,Furniture,Supplier C,Warehouse 3,Pending,302,3233,9631.44,True,23,False,22195.84,2186.43,5230
12-03-2024,West,Electronics,Supplier B,Warehouse 2,Pending,163,2904,7555.9,True,12,False,18630.65,3633.52,9911
07-04-2024,South,Accessories,Supplier C,Warehouse 3,Fulfilled,375,3472,15805.01,False,26,False,60776.79,3882.29,9819
30-01-2024,East,Accessories,Supplier D,Warehouse 3,Fulfilled,518,2950,15320.96,True,21,False,11807.71,2101.41,5286
20-07-2020,West,Furniture,Supplier A,Warehouse 2,Pending,735,2000,13256.49,True,25,False,22632.83,1667.34,9654
07-02-2024,East,Clothing,Supplier D,Warehouse 3,Fulfilled,909,4302,11709.06,True,26,False,113020.24,3135.22,6121
08-12-2023,West,Furniture,Supplier B,Warehouse 1,Pending,408,4298,2478.16,True,14,False,16260.54,3536.83,5035
26-11-2022,East,Electronics,Supplier A,Warehouse 2,Pending,280,4222,6944.38,True,5,True,35368.6,2392.66,9584
08-12-2022,South,Accessories,Supplier A,Warehouse 2,Fulfilled,511,850,14918.92,True,11,False,87155.03,1741.41,7868
24-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,57,703,2127.17,True,17,False,2472.87,732.28,5624
02-03-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,519,1347,4449.65,True,1,False,114381.02,2231.34,6320
05-08-2023,West,Electronics,Supplier B,Warehouse 3,Pending,112,4954,3968.13,True,0,False,16183.74,2592.61,9750
30-06-2023,North,Clothing,Supplier B,Warehouse 1,Canceled,567,3722,4610.72,True,23,False,63583.69,2547.45,6515
20-10-2024,West,Furniture,Supplier C,Warehouse 1,Fulfilled,733,1654,14468.01,True,25,False,140461.47,1240.58,6041
17-03-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,176,1263,5857.61,True,17,False,35619.02,667.74,7845
12-03-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,379,5314,12747.59,True,10,False,32255.32,4363.04,6483
03-07-2020,South,Furniture,Supplier C,Warehouse 2,Fulfilled,979,2427,9369.48,True,7,False,36361.46,3605.25,8321
28-01-2022,East,Accessories,Supplier B,Warehouse 2,Fulfilled,537,311,14440.7,True,25,False,67415.52,2020.41,9854
08-02-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,912,2520,910.32,False,27,True,151369.22,3331.89,5498
28-10-2023,North,Furniture,Supplier A,Warehouse 1,Fulfilled,844,1133,11409.51,True,27,False,188560.36,2204.88,9577
02-02-2022,East,Clothing,Supplier D,Warehouse 2,Fulfilled,203,2638,14451.14,True,21,False,21020.55,2063.97,6339
20-03-2022,South,Clothing,Supplier B,Warehouse 2,Fulfilled,685,3463,5080.35,True,13,True,46345.77,3897.29,6754
20-02-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,629,259,14606.15,True,12,False,108865.21,1271.81,6683
05-08-2023,West,Electronics,Supplier B,Warehouse 3,Pending,148,4963,4122.41,True,3,False,15770.11,2743.0,9750
21-06-2020,South,Clothing,Supplier D,Warehouse 3,Canceled,213,2641,7435.55,True,2,False,32269.47,1642.65,8797
16-10-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,422,4154,2267.8,True,25,False,28193.44,2314.5,7364
05-06-2020,South,Clothing,Supplier D,Warehouse 1,Fulfilled,431,217,9247.04,False,31,False,41763.84,1216.2,5090
10-04-2022,North,Clothing,Supplier C,Warehouse 1,Fulfilled,569,4617,14218.14,True,13,False,116199.09,2692.77,5515
21-01-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,260,3966,4374.23,True,16,False,20009.76,3216.19,7363
26-05-2020,North,Furniture,Supplier A,Warehouse 2,Fulfilled,1010,4199,12826.17,True,20,False,49327.67,2591.65,6275
06-01-2022,South,Electronics,Supplier B,Warehouse 1,Canceled,487,3613,6409.54,False,27,False,19681.99,2882.35,8781
15-03-2024,East,Clothing,Supplier C,Warehouse 2,Fulfilled,857,2581,14600.23,True,24,False,92419.47,1861.08,8477
19-12-2023,North,Furniture,Supplier C,Warehouse 1,Fulfilled,63,3629,11008.06,True,19,True,1660.33,2232.28,5796
17-07-2020,West,Electronics,Supplier B,Warehouse 2,Canceled,991,1861,15448.6,True,14,False,129584.63,2408.1,9379
28-10-2023,North,Furniture,Supplier A,Warehouse 1,Fulfilled,766,1068,11958.72,True,26,False,161577.41,2137.05,9577
12-09-2022,East,Electronics,Supplier B,Warehouse 2,Fulfilled,623,1523,5572.43,True,20,False,42965.26,3002.69,9664
28-10-2023,North,Furniture,Supplier A,Warehouse 1,Fulfilled,849,966,11539.72,True,25,False,166977.29,2249.56,9577
25-06-2022,West,Accessories,Supplier B,Warehouse 2,Canceled,996,362,11055.84,True,14,False,153821.51,1510.87,7610
17-06-2024,North,Accessories,Supplier A,Warehouse 2,Fulfilled,818,2562,11425.03,True,18,False,192756.74,3575.86,9605
15-07-2020,South,Accessories,Supplier A,Warehouse 2,Fulfilled,396,1143,11378.84,True,13,False,47768.92,903.44,7259
12-06-2024,South,Clothing,Supplier B,Warehouse 3,Pending,127,2061,14420.32,True,17,False,12751.09,1721.88,7267
13-06-2020,North,Electronics,Supplier A,Warehouse 3,Fulfilled,340,4731,1518.52,True,20,False,76324.78,3349.33,7201
20-07-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,729,4205,6858.28,False,12,False,121847.6,2161.05,6768
06-05-2023,West,Electronics,Supplier D,Warehouse 1,Canceled,781,4141,11659.46,True,26,False,38107.17,3623.21,8665
21-06-2023,North,Furniture,Supplier A,Warehouse 2,Fulfilled,140,3134,15284.54,True,25,False,11631.23,2943.77,7159
19-08-2024,North,Furniture,Supplier C,Warehouse 2,Pending,174,2697,11557.21,True,1,False,12258.2,2114.65,7884
02-06-2024,West,Clothing,Supplier D,Warehouse 2,Fulfilled,272,3239,14121.29,True,11,False,60316.47,3544.9,5359
28-10-2024,South,Clothing,Supplier A,Warehouse 3,Pending,644,3482,8087.67,True,20,False,54395.47,2336.2,5941
29-12-2023,North,Accessories,Supplier C,Warehouse 1,Fulfilled,181,277,15384.59,False,28,False,19495.47,2123.91,5781
09-07-2024,West,Accessories,Supplier A,Warehouse 2,Fulfilled,546,903,708.37,True,22,True,80663.11,520.14,9189
08-05-2022,South,Furniture,Supplier B,Warehouse 3,Fulfilled,1140,488,11583.91,False,22,True,19935.38,516.99,7275
07-11-2024,West,Electronics,Supplier B,Warehouse 1,Fulfilled,95,499,3264.39,True,5,False,15614.5,2050.1,9413
29-08-2022,East,Furniture,Supplier D,Warehouse 3,Fulfilled,152,2459,10996.76,True,14,False,8002.54,2086.04,8323
11-05-2023,West,Clothing,Supplier B,Warehouse 2,Fulfilled,303,4523,2150.45,True,10,False,70206.3,2359.85,5760
16-10-2024,South,Accessories,Supplier C,Warehouse 1,Fulfilled,402,4744,2111.69,True,26,False,25870.33,2149.24,7364
09-04-2023,South,Electronics,Supplier C,Warehouse 3,Fulfilled,404,1458,1942.46,True,3,False,57077.54,1825.75,7969
14-04-2023,West,Clothing,Supplier B,Warehouse 3,Fulfilled,102,2950,4230.1,True,14,False,16944.84,2219.8,8403
11-02-2024,South,Clothing,Supplier A,Warehouse 2,Fulfilled,717,1387,12138.96,True,9,False,50678.5,1398.72,6044
24-05-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,65,748,2196.15,True,14,False,2712.55,714.49,5624
30-05-2020,South,Accessories,Supplier B,Warehouse 1,Fulfilled,844,535,1752.35,True,27,False,129112.14,2043.12,5179
25-02-2023,West,Clothing,Supplier A,Warehouse 1,Fulfilled,725,1658,7409.42,True,25,False,12380.81,3110.39,7484
19-04-2022,West,Electronics,Supplier A,Warehouse 1,Fulfilled,208,1469,14841.06,True,10,False,33409.94,1631.0,8266
14-05-2022,North,Electronics,Supplier B,Warehouse 3,Fulfilled,329,253,9355.82,True,5,False,51291.15,1345.51,6796
01-05-2023,West,Accessories,Supplier A,Warehouse 1,Fulfilled,663,3152,13094.32,True,31,False,152633.74,1896.58,7739
02-09-2022,East,Clothing,Supplier C,Warehouse 2,Fulfilled,320,4227,6671.06,False,24,False,40697.53,4608.26,8191
02-01-2022,East,Accessories,Supplier B,Warehouse 1,Fulfilled,302,477,2379.97,True,19,False,20325.57,1392.36,8165
05-01-2024,East,Clothing,Supplier A,Warehouse 1,Pending,800,1938,914.15,True,17,True,84765.03,2397.9,6120
31-05-2020,West,Furniture,Supplier A,Warehouse 3,Pending,138,3548,4885.3,False,23,False,22749.4,4032.84,8868
20-08-2022,South,Accessories,Supplier D,Warehouse 1,Fulfilled,766,2440,7339.64,True,15,False,37706.88,1549.16,8696
31-05-2023,East,Accessories,Supplier D,Warehouse 2,Fulfilled,522,1810,11922.39,True,13,False,28424.0,1923.09,8972
01-02-2024,West,Accessories,Supplier C,Warehouse 2,Pending,65,2323,3168.39,True,15,False,5052.04,2318.02,6091
21-04-2020,North,Accessories,Supplier C,Warehouse 1,Canceled,778,857,1594.38,True,26,False,35279.73,2230.04,9860
29-07-2024,South,Accessories,Supplier C,Warehouse 2,Fulfilled,95,682,3414.17,True,10,False,9849.13,1772.6,5706
26-04-2024,South,Clothing,Supplier A,Warehouse 1,Fulfilled,53,3494,2230.25,True,28,True,11590.0,2178.46,8910
17-07-2022,West,Clothing,Supplier D,Warehouse 2,Canceled,591,4660,10147.81,False,7,False,79073.48,2637.72,6940
15-07-2024,East,Furniture,Supplier A,Warehouse 1,Fulfilled,836,5029,4577.55,True,17,False,138931.86,3476.55,8877
08-06-2020,West,Electronics,Supplier A,Warehouse 3,Fulfilled,541,2079,7427.83,True,29,False,49044.34,1987.62,9889
19-04-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,489,3953,16487.36,True,18,False,78017.38,3359.46,8326
05-11-2024,West,Clothing,Supplier C,Warehouse 3,Pending,396,2946,6810.61,True,2,False,9879.32,2986.39,6972
27-12-2024,East,Electronics,Supplier B,Warehouse 1,Pending,852,2926,9572.18,True,10,False,88106.17,1691.24,8164
11-05-2020,East,Accessories,Supplier D,Warehouse 2,Fulfilled,919,2169,4280.08,True,15,False,36444.13,1206.01,5460
30-06-2020,East,Clothing,Supplier D,Warehouse 3,Canceled,471,1156,15121.11,True,22,False,19108.67,1708.3,5198
17-09-2022,West,Clothing,Supplier B,Warehouse 3,Canceled,521,4400,9651.56,True,2,False,34431.52,3786.42,6700
18-06-2024,East,Electronics,Supplier A,Warehouse 3,Fulfilled,540,1104,8936.14,True,1,False,15324.05,2027.21,8977
05-11-2024,West,Clothing,Supplier C,Warehouse 3,Pending,373,2899,6282.92,True,2,False,11480.01,3007.17,6972
16-05-2024,North,Clothing,Supplier B,Warehouse 1,Fulfilled,341,4316,13903.41,True,25,False,59887.13,2273.52,9666
14-11-2023,North,Furniture,Supplier C,Warehouse 2,Pending,103,4412,7183.91,True,11,False,17386.9,3164.6,6806
19-06-2023,South,Clothing,Supplier A,Warehouse 2,Fulfilled,735,4135,8314.67,True,11,False,67954.29,3047.89,9771
23-06-2023,West,Clothing,Supplier A,Warehouse 2,Canceled,55,3331,7271.97,True,29,False,10615.04,3658.85,9165
09-10-2023,West,Electronics,Supplier C,Warehouse 2,Fulfilled,516,1123,12845.79,True,7,False,76641.62,1103.37,5172
26-03-2024,South,Furniture,Supplier D,Warehouse 3,Canceled,1108,1371,15439.97,True,16,False,170786.35,2067.33,7207
15-09-2022,North,Furniture,Supplier C,Warehouse 1,Pending,135,1390,15064.24,True,23,False,11608.81,2588.58,8821
30-01-2024,East,Accessories,Supplier D,Warehouse 3,Fulfilled,498,2960,16564.17,True,24,False,10961.53,1999.59,5286
06-04-2024,North,Furniture,Supplier D,Warehouse 2,Pending,318,4805,8564.06,True,26,True,27306.08,2766.63,7647
11-06-2023,North,Clothing,Supplier D,Warehouse 3,Fulfilled,452,4568,6020.23,True,6,True,70216.71,3367.66,8500
16-12-2024,West,Clothing,Supplier A,Warehouse 1,Pending,186,2238,4373.1,True,24,False,6365.56,3520.83,7019
11-05-2020,East,Accessories,Supplier D,Warehouse 2,Fulfilled,939,2217,4622.03,True,13,False,41292.87,1263.81,5460
01-05-2024,East,Accessories,Supplier D,Warehouse 2,Fulfilled,242,2930,2312.62,True,10,False,17804.72,3531.95,6692
18-05-2023,North,Clothing,Supplier B,Warehouse 3,Fulfilled,194,4827,14157.56,True,14,False,11410.52,3019.79,8478
08-07-2020,East,Furniture,Supplier D,Warehouse 2,Fulfilled,495,2748,4571.88,True,28,False,79808.18,1946.26,6389
21-01-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,272,4110,4306.31,True,13,False,17412.08,2842.58,7363
24-01-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,1010,3801,3348.89,True,22,False,139307.7,3921.98,9249
25-10-2024,South,Clothing,Supplier B,Warehouse 3,Pending,658,4535,11706.3,False,1,False,58958.79,3211.73,8573
09-02-2022,North,Accessories,Supplier D,Warehouse 2,Fulfilled,397,3051,5814.01,True,28,False,67156.33,3928.36,9873
08-05-2020,East,Accessories,Supplier A,Warehouse 1,Pending,675,2761,14673.41,False,18,False,30577.79,3976.51,8399
19-06-2020,East,Electronics,Supplier B,Warehouse 3,Pending,444,4486,11869.54,True,0,False,32941.26,3516.88,9270
08-05-2022,South,Furniture,Supplier B,Warehouse 3,Fulfilled,882,557,11190.45,False,22,True,24358.86,534.18,7275
04-01-2022,East,Accessories,Supplier A,Warehouse 1,Fulfilled,283,1108,3550.16,False,1,False,49587.4,1576.5,7140
31-01-2023,North,Furniture,Supplier D,Warehouse 2,Pending,774,3579,4776.25,True,16,False,111545.75,2414.49,5376
06-01-2022,South,Electronics,Supplier B,Warehouse 1,Canceled,387,3693,7041.16,False,28,False,21307.46,2968.38,8781
03-05-2022,North,Electronics,Supplier D,Warehouse 3,Pending,606,123,16134.04,True,26,False,89961.12,521.23,5604
06-01-2022,South,Electronics,Supplier B,Warehouse 1,Canceled,527,3266,6777.4,False,25,False,16194.68,2848.37,8781
17-05-2020,North,Clothing,Supplier C,Warehouse 2,Canceled,561,4432,10540.24,True,29,False,81964.2,2636.71,5258
31-07-2024,South,Furniture,Supplier A,Warehouse 2,Fulfilled,439,729,6008.49,True,4,False,39502.89,2886.7,9754
28-03-2024,South,Clothing,Supplier C,Warehouse 3,Fulfilled,440,3537,7972.43,True,22,False,17707.38,2223.18,7785
28-08-2024,East,Furniture,Supplier A,Warehouse 3,Fulfilled,647,171,1764.31,False,2,False,50191.48,1540.4,5715
16-11-2022,North,Electronics,Supplier B,Warehouse 1,Fulfilled,355,288,1989.38,True,10,False,10078.53,377.8,8171
10-08-2024,East,Accessories,Supplier C,Warehouse 2,Canceled,842,231,9356.14,True,23,False,169703.58,1306.28,6658
23-05-2024,West,Accessories,Supplier D,Warehouse 2,Fulfilled,337,2254,14610.66,True,26,False,36934.37,3785.14,5948
29-07-2022,North,Electronics,Supplier D,Warehouse 1,Fulfilled,134,3410,4976.17,True,16,False,24009.02,1933.93,7443
20-11-2023,South,Electronics,Supplier C,Warehouse 2,Fulfilled,761,596,14108.67,True,27,False,54451.9,1494.91,6605
22-06-2024,North,Furniture,Supplier A,Warehouse 1,Fulfilled,78,1501,9620.45,True,4,False,15780.1,1578.52,5092
21-06-2022,East,Electronics,Supplier B,Warehouse 1,Fulfilled,643,1182,14089.47,True,14,False,65028.42,1125.71,7143
30-07-2024,North,Clothing,Supplier D,Warehouse 1,Fulfilled,798,5069,8184.17,True,29,False,66195.47,2869.81,7179
15-11-2024,North,Electronics,Supplier B,Warehouse 2,Fulfilled,113,2940,14794.48,True,30,False,4969.88,2237.93,7563
24-12-2023,West,Furniture,Supplier D,Warehouse 2,Pending,359,2017,1140.49,True,11,False,24661.18,2733.23,5202
02-09-2022,East,Clothing,Supplier C,Warehouse 2,Fulfilled,298,4465,7018.59,False,22,False,36621.48,4856.04,8191
13-01-2024,North,Clothing,Supplier C,Warehouse 2,Fulfilled,791,346,16328.52,True,19,False,113854.34,2156.96,7675
09-02-2023,East,Furniture,Supplier C,Warehouse 2,Fulfilled,539,4266,3133.85,True,22,False,29430.01,5209.24,5109
17-03-2024,West,Electronics,Supplier A,Warehouse 3,Fulfilled,168,1087,6610.46,True,20,False,37594.85,685.29,7845
29-10-2023,North,Clothing,Supplier C,Warehouse 2,Fulfilled,1130,585,10026.07,True,14,False,211282.01,711.69,8885
18-05-2022,North,Furniture,Supplier C,Warehouse 1,Fulfilled,610,3930,11087.1,True,14,False,13655.57,3780.29,6665
19-10-2024,East,Electronics,Supplier D,Warehouse 3,Fulfilled,629,674,3245.83,True,22,False,82347.98,2421.64,9122
17-05-2023,North,Furniture,Supplier C,Warehouse 2,Pending,216,1415,8377.06,True,10,True,37025.1,2257.25,7934
04-05-2022,East,Clothing,Supplier A,Warehouse 3,Fulfilled,952,911,2636.93,True,8,False,70236.85,1837.07,8370
14-10-2024,East,Clothing,Supplier D,Warehouse 1,Fulfilled,215,3087,10233.14,True,21,False,40738.26,1978.84,6925
08-10-2023,West,Furniture,Supplier A,Warehouse 1,Pending,831,1020,13157.86,True,31,False,20850.15,1720.87,7497
19-04-2020,South,Electronics,Supplier A,Warehouse 1,Canceled,338,1381,6929.36,False,17,False,52804.43,1143.57,8292
29-12-2022,North,Electronics,Supplier B,Warehouse 2,Fulfilled,836,2927,13604.12,True,2,False,157447.44,3518.71,9424
27-06-2020,West,Electronics,Supplier A,Warehouse 2,Fulfilled,113,2342,13369.61,True,2,False,14881.0,3038.89,7316
17-04-2020,South,Accessories,Supplier D,Warehouse 2,Canceled,676,1977,4630.24,True,4,False,40333.27,3429.57,9271
08-07-2024,North,Electronics,Supplier B,Warehouse 1,Fulfilled,672,237,2040.11,True,22,False,102597.66,1994.01,8241
13-01-2022,North,Accessories,Supplier A,Warehouse 3,Fulfilled,911,4257,4727.08,True,16,False,102063.07,2034.47,5585
16-11-2023,South,Electronics,Supplier B,Warehouse 3,Pending,554,2620,4337.66,True,21,False,54216.98,1880.3,5942
27-11-2024,East,Clothing,Supplier D,Warehouse 2,Fulfilled,1164,110,4738.41,True,23,False,74818.5,1216.22,8183
11-09-2023,North,Furniture,Supplier A,Warehouse 3,Canceled,414,1431,12936.96,True,5,False,39800.64,1007.53,5708
18-09-2024,North,Clothing,Supplier A,Warehouse 1,Fulfilled,726,1105,3533.01,True,13,False,112910.6,1467.34,6452
30-03-2022,West,Furniture,Supplier B,Warehouse 2,Fulfilled,514,3928,10644.8,False,0,True,50717.17,3817.01,5762
20-12-2023,West,Accessories,Supplier B,Warehouse 1,Fulfilled,117,635,8823.69,True,21,True,15326.8,1842.16,7183
30-04-2024,South,Electronics,Supplier A,Warehouse 2,Fulfilled,901,3194,2803.18,True,15,False,120923.33,2821.9,7071
31-05-2023,East,Accessories,Supplier D,Warehouse 2,Fulfilled,554,1794,10596.96,True,17,False,30062.13,1832.15,8972
09-03-2022,East,Electronics,Supplier A,Warehouse 1,Canceled,368,1274,9388.3,True,7,False,59051.35,1476.9,8438
09-08-2022,South,Furniture,Supplier D,Warehouse 3,Canceled,1167,1429,10878.99,False,9,True,21097.03,2130.78,7348
28-02-2023,East,Accessories,Supplier A,Warehouse 2,Fulfilled,260,2139,7476.27,True,10,False,34377.36,1152.15,7603
31-12-2023,East,Furniture,Supplier A,Warehouse 2,Pending,817,148,11618.64,True,8,False,78669.89,2034.82,7420
21-04-2024,North,Furniture,Supplier B,Warehouse 3,Fulfilled,1035,2033,6921.08,True,5,False,103370.94,2609.17,7524
30-04-2022,South,Furniture,Supplier A,Warehouse 3,Fulfilled,852,745,5153.25,True,21,False,25245.11,2528.45,5979
30-10-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,840,1852,14337.09,True,25,False,142064.99,3286.99,8928
08-01-2022,West,Electronics,Supplier C,Warehouse 1,Canceled,533,1349,10170.27,True,25,False,19266.87,2637.39,5659
04-02-2022,North,Electronics,Supplier D,Warehouse 2,Fulfilled,1094,4220,4033.18,True,8,False,152264.42,3139.97,9033
03-10-2024,South,Clothing,Supplier D,Warehouse 3,Fulfilled,132,2906,14664.12,True,23,False,14549.46,1937.99,5224
14-01-2020,North,Accessories,Supplier A,Warehouse 1,Fulfilled,313,1962,1245.07,True,11,False,37663.58,2183.82,5037
12-07-2020,North,Clothing,Supplier B,Warehouse 3,Fulfilled,211,3016,8476.75,True,6,False,26944.39,2567.96,8825
30-06-2024,North,Accessories,Supplier A,Warehouse 3,Fulfilled,798,646,4238.45,True,28,False,112570.04,1545.13,5524
03-08-2022,North,Electronics,Supplier D,Warehouse 3,Fulfilled,444,866,12172.56,True,24,False,65343.72,2185.06,7959
03-02-2022,North,Accessories,Supplier A,Warehouse 1,Fulfilled,637,915,14595.93,True,29,False,32670.95,2760.97,5027
22-12-2023,East,Electronics,Supplier C,Warehouse 1,Pending,60,914,8594.08,True,21,False,2562.42,1824.65,5741
03-06-2022,North,Clothing,Supplier B,Warehouse 1,Pending,846,4293,5715.59,True,21,False,144913.56,2571.08,8546
26-10-2023,North,Furniture,Supplier D,Warehouse 2,Fulfilled,662,2909,5432.86,True,7,False,134815.79,3472.12,8100
25-05-2024,North,Electronics,Supplier D,Warehouse 1,Fulfilled,299,2424,8485.11,True,25,False,40405.88,2900.32,7008
23-04-2020,East,Clothing,Supplier A,Warehouse 1,Fulfilled,569,3370,12658.57,True,23,False,59748.25,4141.92,8594
05-06-2022,South,Clothing,Supplier A,Warehouse 1,Fulfilled,405,2781,3102.28,True,17,False,16070.17,3042.87,6950
08-03-2022,North,Electronics,Supplier B,Warehouse 3,Fulfilled,448,1380,16750.85,True,30,False,87780.01,1380.98,5235
30-10-2023,East,Clothing,Supplier D,Warehouse 1,Fulfilled,363,2576,5426.57,True,5,False,19311.7,1718.22,7125
26-04-2020,North,Accessories,Supplier D,Warehouse 1,Fulfilled,317,1613,6018.47,True,27,False,59633.37,1076.65,8116
09-01-2023,East,Electronics,Supplier C,Warehouse 3,Fulfilled,142,4593,12281.4,True,21,False,17728.26,2701.37,5287
04-08-2022,North,Accessories,Supplier D,Warehouse 3,Fulfilled,679,3255,2589.49,True,23,True,146701.38,2193.16,9369
12-08-2022,West,Furniture,Supplier C,Warehouse 1,Fulfilled,618,1238,12748.82,False,7,True,128749.22,1941.42,7703
20-02-2024,North,Furniture,Supplier D,Warehouse 3,Fulfilled,571,274,13629.35,True,15,False,123258.04,1145.6,6683
28-02-2024,East,Accessories,Supplier D,Warehouse 3,Pending,211,4007,13204.82,True,18,False,18207.06,3903.76,9185
17-10-2023,West,Electronics,Supplier D,Warehouse 2,Fulfilled,464,2202,16162.82,False,23,False,58830.44,3178.68,5556
23-03-2023,West,Furniture,Supplier A,Warehouse 2,Fulfilled,79,2775,7542.19,False,28,False,13696.37,3491.85,6562
01-08-2022,East,Electronics,Supplier A,Warehouse 3,Fulfilled,736,740,7883.22,True,25,False,71498.89,2166.11,7310
11-05-2022,East,Clothing,Supplier D,Warehouse 1,Canceled,940,2229,15488.78,True,5,True,138940.62,2756.39,6204
17-08-2022,North,Accessories,Supplier D,Warehouse 3,Pending,573,2836,10596.65,True,20,False,69634.13,2280.93,5224
28-09-2022,West,Electronics,Supplier B,Warehouse 3,Fulfilled,415,1866,11972.87,True,9,False,11307.35,1359.52,8302
09-02-2023,East,Furniture,Supplier C,Warehouse 2,Fulfilled,612,4300,2998.66,True,22,False,29056.95,4327.02,5109
04-09-2024,West,Furniture,Supplier A,Warehouse 1,Fulfilled,318,3175,5058.18,True,22,False,73271.73,4543.43,6859
18-11-2024,North,Accessories,Supplier D,Warehouse 3,Fulfilled,210,3559,14001.49,True,18,False,13024.67,2464.75,5080
10-10-2023,South,Clothing,Supplier D,Warehouse 2,Fulfilled,457,2846,6831.34,True,5,True,55510.13,1743.64,9784
24-11-2023,East,Electronics,Supplier A,Warehouse 2,Pending,816,3081,9041.52,True,0,False,118831.56,2785.28,5540
14-06-2022,East,Electronics,Supplier A,Warehouse 1,Fulfilled,226,3516,15396.48,False,27,False,40684.67,2539.64,6536
